DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pHlab,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,SamplingNote
9/29/2013 0:00,EastSp,JEMEZ_s1240,GRAB,Grab,Surface water,-9999,7,-9999,-9999,-9999,3.011,4.660667739,1.289782883,11.33,57.04,5,5,74.25,57.42,5,0.42,7.47,1985.64,617.4,8.12,17446.53,81.97,199.16,7209.64,1.46,0.19,0.17,1.49,52.75,0.21,0.58,0.76,1.77,0.54,0.77,16.27,1364.43,0.02,0.01,0.01,0.01,0.04,3.5,233.47,73.58,139.27,1571.32,177.88,18.9,198.1,37.29,187.48,45.28,139.48,19.3,138.46,22.64,0.07,0.01,56.7,Amber broke;all splits from HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier y Alissa; 
9/29/2013 0:00,TopHGSp,JEMEZ_s1241,GRAB,Grab,Surface water,-9999,6.93,-9999,-9999,-9999,3.836,1.604945492,0.962958608,5,34.56,5,5,57.28,75.86,5,0.27,3.93,2154.46,915.15,3.94,15634.65,83.22,197.66,7649.32,0.59,0.1,0.03,0.5,27.67,0.19,0.38,0.55,2.46,0.43,0.21,9.62,458.44,0.02,0.01,0.01,0.01,0.03,1.61,45.64,14.91,19.24,286.85,30.23,1.91,44.43,8.68,44.23,12.19,45.44,3.99,26.2,6.58,0.07,0.34,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier y Alissa; 
9/29/2013 0:00,FLUME_UJ,JEMEZ_s1242,GRAB,Grab,Surface water,-9999,7.74,-9999,-9999,-9999,7.421,5.915,0.53582193,5,32.12,5,5,15.39,129.78,5,0.14,9.47,3171.24,1451.99,9.93,12824.56,172.49,199.45,14918.77,1.32,0.59,0.06,2.77,24.13,0.43,0.75,0.42,1.52,1.12,0.23,61.03,163.41,0.01,0.01,0.01,0.01,0.05,26.43,55.38,71.32,15.43,97.54,29.96,9.78,20.98,5.19,19.87,3.87,11.6,1.95,16.14,2.26,0.07,0.05,40.65,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier y Alissa; 
9/29/2013 0:00,FLUME_LJ,JEMEZ_s1243,GRAB,Grab,Surface water,-9999,7.65,-9999,-9999,-9999,10.41,10.48,0.563326944,5,37.72,5,5,5,118.52,5,0.13,9.08,4047.98,1990.99,9.68,11263.95,100.55,220,19051.91,1.43,0.9,0.15,2.07,119.24,0.5,1.19,0.75,1.81,0.95,0.17,86.68,225.99,0.23,0.01,0.01,0.01,0.05,44.43,125.55,90.94,32.64,172.16,17.69,14.63,39.3,7.57,30.9,3.4,19.43,1.92,21.07,2.25,0.07,0.03,126.64,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier y Alissa; 
9/29/2013 0:00,FLUME_HG,JEMEZ_s1244,GRAB,Grab,Surface water,-9999,7.19,-9999,-9999,-9999,6.85,3.742925655,0.879904254,5,36,5,5,46.46,122.09,5,0.05,13.59,3212.72,1505.22,6.39,9876.14,101.43,198.32,13426,0.89,0.59,0.01,3.78,66.04,0.34,0.66,0.44,0.7,0.61,0.14,53.46,131.9,0.07,0.01,0.01,0.01,0.08,23.58,46.17,59.26,14.09,98.63,8.19,6.4,27.28,3.28,13.09,3.65,9.09,1.59,7.59,1.8,0.07,0.01,16.39,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier y Alissa; 
9/30/2013 0:00,FLUME_RM,JEMEZ_s1245,GRAB,Grab,Surface water,-9999,6.26,-9999,-9999,-9999,13.13,0.782908355,1.098326418,9.09,22.99,5,5,58.82,52.14,6.18,0.22,5.2,5167.69,608.2,4.57,16476.97,284.02,198.76,8288.17,1.05,0.49,0.06,1.01,74.14,0.21,0.33,0.2,1.27,1.72,0.07,28.7,140,0.44,0.01,0.01,0.01,0.07,3.48,18.43,14,5.74,37.37,10.98,2.72,10.98,2.74,16.52,4.5,21.76,1.94,11.58,2.52,0.07,0.01,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,UpRedondoPondSp,JEMEZ_s1246,GRAB,Grab,Surface water,-9999,7.14,-9999,-9999,-9999,6.129,0.718563868,0.274793961,5,13.19,5,5,14.91,29.74,5,0.23,3.22,3084.6,592.41,3.11,10316.05,85.68,204.28,8947.38,0.8,0.53,0.01,0.15,160.36,0.21,0.51,0.33,1.29,0.76,0.22,25.56,22.6,0.02,0.01,0.01,0.01,0.03,1.61,12.17,8.69,2.56,40.39,9.3,0.69,6.83,1.54,4.79,0.15,0.32,0.17,0.31,0.24,0.07,0.01,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,UpRedondoSp3,JEMEZ_s1247,GRAB,Grab,Surface water,-9999,6.91,-9999,-9999,-9999,5.692,0.404959264,0.712716918,5,11.45,5,5,44.6,25.07,5,0.27,3.27,3474.68,343.45,2.3,10564.63,121.79,200.85,6929.27,0.71,0.55,0.11,0.11,81.75,0.14,0.26,0.25,1.04,0.6,0.41,20.43,21.64,0.02,0.01,0.01,0.01,0.03,4.23,2.72,0.91,0.01,6.44,0.91,2.11,2.88,1.7,1.45,0.15,1.01,0.32,1.05,0.08,0.07,0.01,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,SouthSp,JEMEZ_s1248,GRAB,Grab,Surface water,-9999,7.03,-9999,-9999,-9999,4.179,0.422134884,0.32370974,5,12.31,5,5,20.76,30.76,5,0.03,3.08,2740.64,413.11,2.91,8846.63,101.18,201.52,5884.32,0.72,0.26,0.09,0.72,27.2,0.14,0.3,0.15,1.29,0.37,0.16,20,5.4,0.02,0.01,0.01,0.01,0.02,3.16,0.23,0.17,0.4,1.56,0.91,0.85,2.86,1.6,1.65,0.15,0.32,0.16,0.31,0.08,0.07,0.05,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,TopWLJF,JEMEZ_s1249,GRAB,Grab,Surface water,-9999,6.73,-9999,-9999,-9999,5.156,3.993296633,0.413721244,5,28.92,5,5,15.62,87.45,5,0.07,6.24,1682.3,873.29,27.2,14318.38,207.64,221.65,9597.3,0.82,0.48,0.09,0.58,58.11,0.22,0.61,0.39,0.81,0.97,0.36,32.31,298.69,0.02,0.01,0.01,0.01,0.04,14.19,162.11,114.37,43.97,322.78,34.53,8.77,61.85,7.38,50.41,9.55,31.42,2.71,23.98,4.43,0.07,0.01,24.21,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,TopELJFSp,JEMEZ_s1250,GRAB,Grab,Surface water,-9999,6.72,-9999,-9999,-9999,5.226,1.568201628,1.077832487,5,27.29,5,5,65.68,82.45,5,0.12,2.78,2462.69,790.44,3.69,17020.38,69.1,198.6,8539.98,1.42,0.19,0.01,0.23,58.49,0.22,0.44,0.21,1.18,1,0.31,21.53,194.3,0.02,0.01,0.01,0.01,0.02,2.44,32.05,5.91,16.22,177.97,18.83,5.91,34.45,6.28,28.84,5.48,21.03,3.2,26.74,4.79,0.07,0.01,19.13,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,UpJaramilloSp3,JEMEZ_s1251,GRAB,Grab,Surface water,-9999,6.64,-9999,-9999,-9999,2.989,4.843532549,1.25418816,10.38,26.91,5,5,69.25,56.88,5,0.06,2.22,2999.28,431.65,3.14,7700.86,57.73,202.65,5572.99,0.85,0.32,0.06,0.15,89.98,0.11,0.58,0.21,1.17,0.55,0.28,18.94,74.67,0.46,0.01,0.01,0.01,0.02,2.31,19.65,10.42,7.22,125.99,15.94,2.51,14.33,3.29,5.82,0.56,5.91,0.17,4.87,0.49,0.07,0.01,5.51,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 0:00,FLUME_UJSp,JEMEZ_s1252,GRAB,Grab,Surface water,-9999,6.8,-9999,-9999,-9999,7.564,2.003146433,0.494240822,5,23.58,5,5,24.58,98.27,5,0.27,4.97,4323.41,1259.34,7.33,11800.14,75.55,198.32,12355.44,1.05,0.19,0.19,0.14,0.04,0.34,0.81,0.39,1.86,0.57,0.45,38.77,115.62,0.29,0.01,0.01,0.01,0.03,5.44,22.63,1.5,5.78,63.09,0.8,3.39,13.76,2.99,13.76,0.56,6.08,1.67,5.58,1.36,0.07,0.08,14.55,Amber broke;all splits from HDPE; O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,FLUME_LLJ,JEMEZ_s1253,GRAB,Grab,Surface water,-9999,7.11,-9999,-9999,-9999,5.512,1.688,0.7348,5,25.53,5,5,42.14,76.37,5,0.12,5.41,2847.66,787.06,2.8,8641.84,77.4,197.75,9294.43,1.25,0.21,0.01,0.3,14.63,0.23,0.4,0.18,0.64,0.45,0.37,35.59,54.44,0.02,0.01,0.01,0.01,0.02,7.93,15.14,0.9,3.31,47.52,5.31,2.51,4.48,1.88,7.42,0.15,0.2,0.41,2.59,1.37,0.07,0.01,0.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,FLUME_ULJ,JEMEZ_s1254,GRAB,Grab,Surface water,-9999,7.35,-9999,-9999,-9999,6.792,3.018,0.5969,5,29.21,5,5,29.29,90.56,5,0.26,8.93,2557.41,1054.93,6.25,8910.97,218.37,199.8,13326.5,1.05,0.55,0.37,1.5,134.66,0.31,0.54,0.25,2.26,0.75,0.28,51.22,104.65,0.02,0.01,0.01,0.01,0.06,22.24,48.7,50.72,12.98,109.38,10.26,7.75,17.11,3.02,13.89,1.21,6.14,0.75,9.76,0.58,0.07,0.01,16.7,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,EastSp,JEMEZ_s1255,GRAB,Grab,Surface water,-9999,6.92,-9999,-9999,-9999,3.29,4.909,1.388,11.65,25.18,5,5,76.78,60.34,5,0.37,7.23,2016.51,605.35,7.44,15959.12,67.11,196.54,7272.01,1.39,0.19,0.01,0.52,46.21,0.2,0.42,0.81,1.68,0.42,0.35,16.3,1295.64,0.02,0.01,0.01,0.01,0.03,3.81,204.47,58.2,120.25,1523.08,181.19,18.02,187.26,30.27,186.75,38.87,129.56,18.52,118.43,18.83,0.07,0.01,70.55,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,TopHGSp,JEMEZ_s1256,GRAB,Grab,Surface water,-9999,6.73,-9999,-9999,-9999,4.097,1.723,0.9986,7.1,59.42,5,5,70.05,83.47,5,0.11,3.73,2255.58,908.33,3.81,15606.19,66.85,203.21,8026.62,0.7,0.11,0.42,0.49,69.54,0.21,0.68,0.4,8.21,0.46,0.26,9.77,292.11,0.02,0.01,0.01,0.01,0.02,1.22,57.02,13.75,18.87,232.58,37.84,3.21,38.35,6.96,38.35,6.04,23.29,3.38,23.29,4.88,0.07,0.19,0.7,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,SpringB,JEMEZ_s1257,GRAB,Grab,Surface water,-9999,6.68,-9999,-9999,-9999,4.811,3.216,0.7329,5,33.86,5,5,34.97,124.64,5,0.19,7.61,3244.97,664.63,6.1,20720.88,67.89,195.48,7780.1,1.11,0.25,0.11,11.68,52.46,0.19,0.43,0.21,1.51,0.45,0.24,10.22,385.37,0.02,0.01,0.01,0.01,0.01,7.67,109.82,13.98,41.13,542.81,51.81,8.59,59.2,13.38,83.56,13.78,51.22,8.39,56.21,9.92,0.07,0.01,18.27,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
10/1/2013 0:00,VGJJ7,JEMEZ_s1258,GRAB,Grab,Surface water,-9999,7.77,-9999,-9999,-9999,12.8,11.31,0.6936,15.63,195.87,5,5,5,68.52,5,0.33,9.33,8406.84,2447.06,13.71,12432.66,85.29,197.34,18885.8,1.37,0.73,0.07,0.62,99.07,0.5,1.26,0.73,2.64,1.03,0.28,80.67,226.03,0.59,0.01,0.01,0.01,0.08,42.9,117.54,78.56,30.54,251.85,22.6,14.06,38.88,7.61,28.53,5.4,15.97,2.79,24.81,1.98,0.07,0.47,84.18,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Xavier; 
9/30/2013 12:55,CowboySp,JEMEZ_s1259,GRAB,Grab,Surface water,-9999,7.62,-9999,-9999,-9999,7.738,0.702,0.3202,14.51,39.68,5,5,19.8,24.99,5,0.2,6.92,6625.11,803.64,3.91,26657.24,51.66,196.01,5468.65,0.31,0.54,0.05,0.12,44.04,0.1,0.3,0.15,0.7,0.72,0.28,16.25,91.28,0.31,0.01,0.01,0.01,0.04,4.34,16.75,6.72,4.31,47.24,20.56,4.81,7.72,2.92,11.13,0.02,5.92,0.17,8.43,1.37,0.07,0.01,28.29,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/30/2013 9:50,VGJJ7,JEMEZ_s1260,GRAB,Grab,Surface water,-9999,7.57,-9999,-9999,-9999,13.52,12.77,0.744,13.57,176.54,5,5,5,72.65,5,0.14,9.18,8032.58,2558.53,13.14,12693.46,84.33,198.34,20091.37,1.39,0.63,0.05,1.08,65.67,0.53,1.26,0.72,3.06,1.28,0.56,84.64,351.65,0.64,0.01,0.01,0.01,0.08,45.34,177.33,100.76,45.74,383.59,61.16,16.63,63.18,11.79,58.64,8.87,31.03,3.82,34.36,6.05,0.07,0.9,84.13,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/30/2013 12:00,FLUME_LJ,JEMEZ_s1261,GRAB,Grab,Surface water,-9999,7.51,-9999,-9999,-9999,10.68,1.15,0.5488,5,34.19,5,5,5,114.53,5,0.19,8.66,3974.31,1955.36,26.57,10889.62,100.05,198.72,18858.11,1.4,0.8,0.01,3.55,85.45,0.51,1.14,0.58,1.53,0.81,0.24,86.06,249.61,0.31,0.01,0.01,0.01,0.05,43.58,189.22,195.26,44.79,185.9,48.11,16.2,42.27,7.72,35.33,7.15,18.42,2.8,25.87,5.6,0.07,0.16,104.68,O/H; O/H backup; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Kate; 
9/24/2013 11:21,EPSCOR,JEMEZ_s1262,GRAB_Auto,Grab,Surface water,-9999,7.45,-9999,-9999,-9999,11.2,15.93,1.095,13.83,246.6416429,5,5,5,53.89,5,0.04,10.8,8011.06,2355.01,11.74,11030.31,118.92,201.28,17471.37,1.2,0.88,0.18,0.36,88.36,0.5,1.38,1.3,1.03,1.36,0.34,74.43,455.19,0.69,0.01,0.01,0.01,0.08,46.65,234.77,195.81,64.38,340.06,57.41,19.48,84.27,12.61,82.32,14.05,40.19,5.71,43.26,4.81,0.07,0.01,95.34,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 12:21,EPSCOR,JEMEZ_s1263,GRAB_Auto,Grab,Surface water,-9999,6.26,-9999,-9999,-9999,10.75,15.75,1.092,13.19,247.0245013,5,5,5,55.92,5,0.07,10.04,8205.85,2405.55,10.85,11285.86,124.09,224.82,17558.27,1.65,1.03,0.12,0.36,85.43,0.49,1.34,1.5,3.77,1.41,0.38,73.23,432.85,0.55,0.01,0.01,0.01,0.09,44.87,226.03,200.04,61.93,340.97,56.62,19.21,64.65,13.34,70.07,11.87,46.68,6.77,50.86,8.86,0.07,0.01,88.61,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 13:21,EPSCOR,JEMEZ_s1264,GRAB_Auto,Grab,Surface water,-9999,7.23,-9999,-9999,-9999,10.78,15.89,1.075,15.02,269.7660029,5,5,5,54.87,5,0.23,10.48,8155.87,2371.41,12.95,11037.01,119.11,221.63,17707.98,1.45,0.9,0.29,0.27,116.58,0.46,1.35,1.24,2,1.18,0.26,74.32,454.56,0.56,0.01,0.01,0.01,0.08,47.23,231.15,192.44,64.48,411.09,69.12,13.71,81.29,13.05,71.67,14.71,45.68,4.38,38.27,6.06,0.07,0.13,94.78,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 14:21,EPSCOR,JEMEZ_s1265,GRAB_Auto,Grab,Surface water,-9999,7.52,-9999,-9999,-9999,11.09,15.91,1.08,14.34,251.4779362,5,5,5,55.86,5,0.12,11.37,8440.14,2434.27,11.16,11692.49,118.77,199.53,17458.93,1.25,0.89,0.12,0.32,95.18,0.46,1.34,1.25,1.04,1.24,0.43,74,441.57,0.6,0.01,0.01,0.01,0.12,46.19,243.63,192.87,67.81,401.68,78.87,18.78,70.25,12.69,70.85,13.3,45.27,6.29,33.5,5.29,0.07,0.01,95.42,O/H; DIC; anions; nut; TOC;  cat;; Sampled by Kate; 
9/24/2013 15:21,EPSCOR,JEMEZ_s1266,GRAB_Auto,Grab,Surface water,-9999,7.99,-9999,-9999,-9999,11.08,16.09,1.058,12.59,274.5883372,5,5,5,56.13,5,0.22,11.39,8328.87,2382.54,14.31,11672.44,110.85,200.21,17959.13,1.21,1,0.23,0.3,119.13,0.49,1.4,1.32,4.78,1.16,0.48,73.97,481.69,0.88,0.01,0.01,0.01,0.09,47.16,251.93,209.6,66.21,447.12,66.11,17.94,77.39,11.99,76.59,13.7,51.19,6.65,50.18,6.84,0.07,0.06,93.72,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 16:21,EPSCOR,JEMEZ_s1267,GRAB_Auto,Grab,Surface water,-9999,8.09,-9999,-9999,-9999,10.88,16.25,1.066,13.25,255.7350366,5,5,5,57.02,5,0.17,11.7,8442.93,2426.59,16.14,11531.32,115.02,200.54,17828.42,1.56,0.95,0.08,0.31,98.67,0.5,1.3,1.28,2.96,1.16,0.58,75.47,451.01,0.59,0.01,0.01,0.01,0.18,48.13,261.32,209.87,69.62,420.44,78.4,19.57,70.83,13.02,70.43,12.21,40.86,7.47,39.75,6.85,0.07,0.02,97.87,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 17:21,EPSCOR,JEMEZ_s1268,GRAB_Auto,Grab,Surface water,-9999,7.47,-9999,-9999,-9999,11.11,16.44,1.067,12.58,261.1403998,5,5,5,57.08,5,0.33,11.26,8433.78,2406.76,26.47,11770.89,115.63,202.25,18081.06,1.71,1.01,0.12,0.49,91.42,0.49,1.38,1.19,1.16,1.37,0.57,75.97,471.63,0.65,0.01,0.01,0.01,0.12,49.6,275.88,257.62,73.43,370.91,63.39,21.3,70.59,12.27,66.84,16.84,43.31,5.05,40.47,6.27,0.07,0.01,88.34,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 18:21,EPSCOR,JEMEZ_s1269,GRAB_Auto,Grab,Surface water,-9999,7.64,-9999,-9999,-9999,11.35,16.32,1.105,13.33,257.0811373,5,5,5,56.82,5,0.04,11.09,8462.46,2403.66,34.35,11819.63,124.71,198.65,17779.11,2.13,1.07,0.28,0.5,112.24,0.5,1.53,1.41,1.63,1.29,0.38,76.77,454.87,0.63,0.01,0.01,0.01,0.09,48.86,273.94,245.32,75.23,432.07,52.13,20.03,78.5,13.08,69.61,13.39,43.65,4.57,46.51,5.87,0.07,0.03,98.13,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 19:21,EPSCOR,JEMEZ_s1270,GRAB_Auto,Grab,Surface water,-9999,7.66,-9999,-9999,-9999,11.28,16.9,1.386,14.03,274.5020526,5,5,5,58.38,5,0.17,10.92,8635.26,2464.35,28.04,11840.92,121.92,200.35,18031.86,1.5,1.05,0.2,0.57,109.99,0.5,1.47,1.25,2.18,1.38,0.29,77.22,457.21,0.59,0.01,0.01,0.01,0.1,49.89,269.25,233.69,73.05,387.82,62.28,20.02,64.72,11.38,67.57,12.6,43.38,6.5,37.39,5.74,0.07,0.05,91.24,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 20:21,EPSCOR,JEMEZ_s1271,GRAB_Auto,Grab,Surface water,-9999,7.57,-9999,-9999,-9999,11.11,16.15,1.073,10.87,262.6019062,5,5,5,58.44,5,0.26,10.54,8691.11,2483.17,17.45,11895.2,123.44,200.26,18543.7,1.39,1.01,0.09,0.34,114.75,0.47,1.55,1.2,1.02,1.43,0.37,78.04,451.94,0.62,0.01,0.01,0.01,0.09,50.19,243.82,197.92,67.03,429.19,67.74,15.71,62.74,12.65,69.27,11.94,47.44,5.6,43.87,4.96,0.07,0.01,91.82,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 21:21,EPSCOR,JEMEZ_s1272,GRAB_Auto,Grab,Surface water,-9999,7.6,-9999,-9999,-9999,11.22,16.37,1.069,13.97,285.9650104,5,5,5,58.34,5,0.02,11.2,8724.4,2518.59,17.93,12149.69,119.18,201.49,18577.14,1.23,1.06,0.16,0.31,42.51,0.46,1.51,1.28,1.25,1.31,0.37,79.65,443.09,0.67,0.01,0.01,0.01,0.09,50.01,247.52,184.37,64.78,501.87,50.93,17.01,64.89,13.24,59.49,12.83,40.44,6.72,37.28,6.65,0.07,0.01,100.84,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 22:21,EPSCOR,JEMEZ_s1273,GRAB_Auto,Grab,Surface water,-9999,7.64,-9999,-9999,-9999,11.27,16.28,1.061,11.13,260.2792214,5,5,5,59.96,5,0.24,11.78,8797.13,2555.92,17.62,12125.78,123.81,198.13,18882.14,1.42,1.07,0.19,0.33,148.6,0.51,1.44,1.19,1.41,1.42,0.55,80.12,480.14,0.6,0.01,0.01,0.01,0.09,50.73,253.66,205.34,68.95,441.58,80.02,20.03,79.52,11.27,69.86,14.09,42.38,5.01,37.65,7.28,0.07,0.01,89.28,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/24/2013 23:21,EPSCOR,JEMEZ_s1274,GRAB_Auto,Grab,Surface water,-9999,7.65,-9999,-9999,-9999,11.58,16.58,1.112,11.58,262.5479466,5,5,5,60.42,5,0.31,11.24,8707.12,2553.82,12.99,12708.78,117.48,201.09,19344.69,1.23,1.02,0.07,0.26,127.89,0.51,1.41,1.17,1.16,1.29,0.38,81.22,446.63,0.64,0.01,0.01,0.01,0.08,51.15,246.1,170.15,60.26,422.02,63.2,17.22,80.01,11.55,68.67,14.38,37.78,5.04,35.24,5.63,0.07,0.01,100.26,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 0:21,EPSCOR,JEMEZ_s1275,GRAB_Auto,Grab,Surface water,-9999,7.54,-9999,-9999,-9999,11.57,17.15,1.508,10.15,262.2228758,5,5,5,60.51,5,0.12,11.87,8732.81,2587.5,19.21,11946.97,117.66,202.15,19345.6,1.94,1.07,0.14,0.29,63.17,0.5,1.55,1.33,2.14,1.62,0.48,81.96,458.59,0.67,0.01,0.01,0.01,0.09,51.09,252.42,182.03,64.26,372.8,54,19.51,68.39,10.76,72.91,9.86,46.46,6.02,44.55,6.92,0.07,0.12,96.54,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 1:21,EPSCOR,JEMEZ_s1276,GRAB_Auto,Grab,Surface water,-9999,7.57,-9999,-9999,-9999,11.72,16.35,1.073,10.74,274.1443723,5,5,5,61.44,5,0.1,11.29,8710.34,2607.04,14.82,12408.7,115.96,202.1,19542.69,1.62,0.93,0.19,0.27,71.68,0.5,1.61,1.24,1.39,1.32,0.58,82.28,460.81,0.74,0.01,0.01,0.01,0.09,51.22,251.08,181.5,66.25,436.31,54.75,22.28,68.57,13.31,65.84,13.81,44.17,6.04,34.89,7.72,0.07,0.01,97.81,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 2:21,EPSCOR,JEMEZ_s1277,GRAB_Auto,Grab,Surface water,-9999,7.36,-9999,-9999,-9999,11.57,16.45,1.108,11.03,252.1480785,5,5,5,62.32,5,0.33,11.98,8512.3,2565.62,17.36,12072.35,122.86,198.89,19828.89,1.17,0.96,0.14,0.43,65.23,0.51,1.45,1.25,1.14,1.26,0.52,82.75,476.2,0.65,0.01,0.01,0.01,0.08,51.38,258.91,199.01,69.35,448.48,62.14,21.83,75.74,13.91,70.26,13.2,51.27,6.19,48.23,7.42,0.07,0.01,92.4,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 3:21,EPSCOR,JEMEZ_s1278,GRAB_Auto,Grab,Surface water,-9999,7.75,-9999,-9999,-9999,11.8,16.51,1.045,11.32,261.943931,5,5,5,62.91,5,0.23,12.03,8677.81,2619.72,22.62,12627.85,120.29,204.67,19913.94,1.22,0.98,0.16,0.44,72.96,0.5,1.37,1.12,1.34,1.42,0.44,83.38,425.64,0.66,0.01,0.01,0.01,0.09,50.79,256,223.1,71.04,416.08,60.35,20.87,71.04,13.78,67.55,15.11,41.64,5.9,41.84,5.81,0.07,0.01,96.64,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 4:21,EPSCOR,JEMEZ_s1279,GRAB_Auto,Grab,Surface water,-9999,7.84,-9999,-9999,-9999,11.99,16.47,1.056,12.66,248.347852,5,5,5,63.65,5,0.23,11.94,8614.53,2633.35,31.38,12595.18,122.44,204.14,19576.62,2.04,1.01,0.2,0.56,141.87,0.51,1.56,1.28,2.3,1.29,0.3,84.58,515.49,0.76,0.01,0.01,0.01,0.09,52.27,293.24,263.4,80.05,368.04,77.79,23.25,88.59,14.82,73.26,16.26,49.18,5.56,43.93,6.53,0.07,0.01,101.86,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 5:21,EPSCOR,JEMEZ_s1280,GRAB_Auto,Grab,Surface water,-9999,7.85,-9999,-9999,-9999,12.24,16.72,1.125,11.36,241.1290697,5,5,5,64.48,5,0.29,11.88,8528.59,2636.47,15.53,12683.02,119.79,199.73,19553.83,1.78,1.02,0.24,0.38,68.79,0.53,1.58,1.19,1.35,1.18,0.4,85.28,447.7,0.64,0.01,0.01,0.01,0.09,51.27,256.85,186.8,63.65,406.79,54.52,19.29,67.41,11.37,75.33,14.92,45.48,4.46,42.33,6,0.07,0.02,95.43,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
9/25/2013 8:21,EPSCOR,JEMEZ_s1281,GRAB_Auto,Grab,Surface water,-9999,7.98,-9999,-9999,-9999,12.05,16.49,0.127,10.5,245.9,5,5,5,66.68,5,0.29,11.73,8515.49,2676.3,28.15,12509.66,121.39,202.75,19707.28,1.61,0.91,0.2,0.39,60.34,0.53,1.58,1.18,0.86,1.43,0.45,85.79,475.37,0.72,0.01,0.01,0.01,0.1,50.7,266.25,227.48,65.69,448.54,66.92,19.38,75.59,11.94,61.61,11.83,49.07,5.34,39.68,5.31,0.07,0.01,104.05,O/H; DIC; anions; nut; TOC; POM; cat; Sampled by Kate; 
